474,scans,118,DataLength,,,,,,,
0:02:38,158487,682.2071,3.91E-09,8.78E-09,7.64E-09,5.53E-09,6.25E-10,1.38E-09,,
0:02:38,158991,684.0583,3.18E-09,8.78E-09,7.29E-09,5.73E-09,5.00E-10,1.31E-09,,
0:02:39,159495,686.3061,3.91E-09,9.87E-09,7.76E-09,5.73E-09,3.75E-10,1.15E-09,,
0:02:39,159999,688.1573,4.40E-09,8.78E-09,7.53E-09,6.04E-09,5.00E-10,1.15E-09,,
0:02:40,160503,690.4051,4.40E-09,9.87E-09,7.76E-09,5.63E-09,5.00E-10,1.31E-09,,
0:02:41,161007,692.5207,3.42E-09,9.87E-09,7.29E-09,5.84E-09,6.25E-10,1.23E-09,,
0:02:41,161511,694.3719,4.15E-09,8.78E-09,7.64E-09,5.84E-09,5.00E-10,1.31E-09,,
0:02:42,162015,696.4875,4.15E-09,8.78E-09,7.64E-09,5.84E-09,6.25E-10,1.38E-09,,
0:02:42,162519,698.4709,3.42E-09,9.87E-09,7.76E-09,5.94E-09,5.00E-10,1.38E-09,,
0:02:43,163023,700.5865,3.42E-09,1.10E-08,8.24E-09,5.32E-09,7.50E-10,1.23E-09,,
0:02:43,163527,702.8344,3.66E-09,7.68E-09,7.76E-09,6.04E-09,5.00E-10,1.31E-09,,
0:02:44,164031,704.5533,4.15E-09,8.78E-09,7.76E-09,5.73E-09,7.50E-10,1.38E-09,,
0:02:44,164535,706.5367,3.66E-09,8.78E-09,8.00E-09,5.73E-09,5.00E-10,1.31E-09,,
0:02:45,165039,708.7846,3.91E-09,1.21E-08,8.00E-09,5.84E-09,7.50E-10,1.38E-09,,
0:02:45,165543,710.6357,3.66E-09,9.87E-09,7.88E-09,5.84E-09,6.25E-10,1.23E-09,,
0:02:46,166047,712.7513,3.66E-09,1.10E-08,8.24E-09,5.94E-09,5.00E-10,1.38E-09,,
0:02:46,166551,714.7347,4.40E-09,9.87E-09,8.36E-09,6.04E-09,3.75E-10,1.38E-09,,
0:02:47,167055,716.5859,3.91E-09,9.87E-09,8.48E-09,5.63E-09,6.25E-10,1.38E-09,,
0:02:47,167559,718.7015,4.15E-09,1.10E-08,8.24E-09,5.84E-09,6.25E-10,1.23E-09,,
0:02:48,168063,720.6849,3.91E-09,7.68E-09,8.00E-09,5.84E-09,5.00E-10,1.46E-09,,
0:02:48,168567,722.6683,3.91E-09,8.78E-09,8.48E-09,6.14E-09,6.25E-10,1.31E-09,,
0:02:49,169071,724.9162,3.91E-09,1.10E-08,8.00E-09,5.73E-09,7.50E-10,1.31E-09,,
0:02:49,169575,726.8995,3.91E-09,8.78E-09,8.00E-09,5.63E-09,6.25E-10,1.15E-09,,
0:02:50,170079,728.8829,4.40E-09,1.10E-08,8.24E-09,6.25E-09,6.25E-10,1.31E-09,,
0:02:50,170583,730.8663,3.66E-09,1.10E-08,8.36E-09,5.73E-09,2.50E-10,1.54E-09,,
0:02:51,171087,732.7175,3.91E-09,9.87E-09,9.32E-09,5.84E-09,5.00E-10,1.23E-09,,
0:02:51,171591,734.8331,4.15E-09,1.10E-08,8.36E-09,6.04E-09,5.00E-10,1.38E-09,,
0:02:52,172095,736.9487,3.91E-09,9.87E-09,8.72E-09,6.14E-09,6.25E-10,1.38E-09,,
0:02:52,172599,738.6676,3.66E-09,1.21E-08,8.36E-09,5.73E-09,5.00E-10,1.31E-09,,
0:02:53,173103,740.9155,3.66E-09,9.87E-09,8.48E-09,5.63E-09,7.50E-10,1.46E-09,,
0:02:53,173607,743.1634,3.66E-09,8.78E-09,8.72E-09,6.14E-09,6.25E-10,1.15E-09,,
0:02:54,174111,745.0145,3.91E-09,8.78E-09,8.48E-09,5.73E-09,3.75E-10,1.38E-09,,
0:02:54,174615,746.9979,3.66E-09,8.78E-09,8.96E-09,6.25E-09,5.00E-10,1.46E-09,,
0:02:55,175119,748.8491,3.91E-09,9.87E-09,8.84E-09,6.35E-09,5.00E-10,1.23E-09,,
0:02:55,175623,750.9647,3.91E-09,8.78E-09,8.96E-09,5.94E-09,6.25E-10,1.23E-09,,
0:02:56,176127,752.9481,4.15E-09,9.87E-09,8.36E-09,5.84E-09,6.25E-10,1.31E-09,,
0:02:56,176631,754.9315,4.40E-09,9.87E-09,8.84E-09,6.14E-09,5.00E-10,1.46E-09,,
0:02:57,177135,756.9149,3.91E-09,9.87E-09,8.96E-09,5.63E-09,5.00E-10,1.38E-09,,
0:02:57,177639,759.0305,3.66E-09,1.32E-08,8.96E-09,5.73E-09,3.75E-10,1.31E-09,,
0:02:58,178143,761.0139,4.15E-09,8.78E-09,9.08E-09,5.63E-09,5.00E-10,1.31E-09,,
0:02:58,178647,763.1295,3.91E-09,1.10E-08,9.20E-09,5.94E-09,6.25E-10,1.15E-09,,
0:02:59,179151,765.1129,3.91E-09,8.78E-09,8.96E-09,5.94E-09,5.00E-10,1.31E-09,,
0:02:59,179655,767.0963,3.18E-09,1.10E-08,8.84E-09,5.63E-09,6.25E-10,1.15E-09,,
0:03:00,180159,768.9475,4.15E-09,9.87E-09,9.08E-09,6.04E-09,5.00E-10,1.38E-09,,
0:03:00,180663,771.0631,4.40E-09,8.78E-09,9.08E-09,5.73E-09,5.00E-10,1.38E-09,,
0:03:01,181167,773.1787,3.66E-09,9.87E-09,8.84E-09,5.84E-09,3.75E-10,1.38E-09,,
0:03:01,181671,775.1621,3.42E-09,9.87E-09,9.68E-09,6.14E-09,5.00E-10,1.31E-09,,
0:03:02,182175,777.1455,3.66E-09,8.78E-09,9.44E-09,6.25E-09,6.25E-10,1.38E-09,,
0:03:02,182679,779.3933,3.18E-09,1.10E-08,9.56E-09,5.84E-09,6.25E-10,1.38E-09,,
0:03:03,183183,781.2445,3.66E-09,1.10E-08,9.79E-09,6.14E-09,5.00E-10,1.54E-09,,
0:03:03,183687,783.3601,4.40E-09,8.78E-09,9.56E-09,6.04E-09,7.50E-10,1.38E-09,,
0:03:04,184191,785.3435,3.91E-09,1.10E-08,9.20E-09,6.14E-09,6.25E-10,1.38E-09,,
0:03:04,184695,787.3269,3.66E-09,9.87E-09,9.56E-09,5.73E-09,6.25E-10,1.54E-09,,
0:03:05,185199,789.1781,3.66E-09,8.78E-09,9.44E-09,5.94E-09,5.00E-10,1.46E-09,,
0:03:05,185703,791.2937,3.66E-09,8.78E-09,9.68E-09,6.14E-09,5.00E-10,1.46E-09,,
0:03:06,186207,793.2771,4.15E-09,8.78E-09,9.79E-09,6.14E-09,5.00E-10,1.38E-09,,
0:03:06,186711,795.3927,3.66E-09,1.21E-08,9.68E-09,6.04E-09,3.75E-10,1.38E-09,,
0:03:07,187215,797.5083,3.66E-09,9.87E-09,9.56E-09,6.14E-09,6.25E-10,1.38E-09,,
0:03:07,187719,799.4917,4.64E-09,1.10E-08,9.44E-09,5.94E-09,5.00E-10,1.31E-09,,
0:03:08,188223,801.4751,4.40E-09,1.21E-08,9.32E-09,5.84E-09,7.50E-10,1.46E-09,,
0:03:08,188727,803.5907,3.91E-09,1.10E-08,1.02E-08,6.14E-09,6.25E-10,1.31E-09,,
0:03:09,189231,805.7063,3.66E-09,1.21E-08,9.56E-09,5.73E-09,5.00E-10,1.38E-09,,
0:03:09,189735,807.6897,3.91E-09,8.78E-09,9.91E-09,6.25E-09,6.25E-10,1.23E-09,,
0:03:10,190239,809.4087,4.15E-09,9.87E-09,9.56E-09,5.73E-09,7.50E-10,1.38E-09,,
0:03:10,190743,811.5243,4.64E-09,7.68E-09,9.68E-09,6.14E-09,7.50E-10,1.46E-09,,
0:03:11,191247,813.6399,3.42E-09,9.87E-09,9.79E-09,6.35E-09,8.75E-10,1.38E-09,,
0:03:11,191751,815.8877,4.15E-09,1.21E-08,1.03E-08,5.84E-09,5.00E-10,1.31E-09,,
0:03:12,192255,817.6067,3.91E-09,8.78E-09,9.68E-09,5.94E-09,6.25E-10,1.38E-09,,
0:03:12,192759,819.7223,3.91E-09,1.10E-08,1.00E-08,5.94E-09,6.25E-10,1.46E-09,,
0:03:13,193263,821.7057,3.66E-09,1.10E-08,9.56E-09,5.53E-09,5.00E-10,1.31E-09,,
0:03:13,193767,823.689,3.66E-09,9.87E-09,1.04E-08,5.94E-09,6.25E-10,1.46E-09,,
0:03:14,194271,825.6724,3.91E-09,1.10E-08,9.79E-09,5.84E-09,5.00E-10,1.38E-09,,
0:03:14,194775,827.9203,4.40E-09,1.10E-08,9.44E-09,6.25E-09,5.00E-10,1.31E-09,,
0:03:15,195279,829.6392,3.66E-09,9.87E-09,1.00E-08,5.73E-09,5.00E-10,1.46E-09,,
0:03:15,195783,831.7548,3.91E-09,9.87E-09,1.02E-08,5.63E-09,5.00E-10,1.31E-09,,
0:03:16,196287,833.8705,3.66E-09,1.10E-08,1.10E-08,5.84E-09,5.00E-10,1.38E-09,,
0:03:16,196791,835.7216,3.18E-09,9.87E-09,1.08E-08,5.53E-09,5.00E-10,1.31E-09,,
0:03:17,197295,838.234,4.64E-09,1.10E-08,1.08E-08,6.14E-09,5.00E-10,1.31E-09,,
0:03:17,197799,840.0851,3.66E-09,1.21E-08,1.02E-08,5.32E-09,5.00E-10,1.38E-09,,
0:03:18,198303,842.0685,3.91E-09,9.87E-09,1.04E-08,5.94E-09,7.50E-10,1.54E-09,,
0:03:18,198807,843.9197,4.40E-09,1.10E-08,1.05E-08,5.73E-09,5.00E-10,1.46E-09,,
0:03:19,199311,845.903,4.15E-09,9.87E-09,1.09E-08,5.84E-09,6.25E-10,1.54E-09,,
0:03:19,199815,847.8864,4.40E-09,9.87E-09,1.04E-08,5.73E-09,6.25E-10,1.31E-09,,
0:03:20,200319,850.1343,4.64E-09,1.21E-08,1.04E-08,5.94E-09,6.25E-10,1.61E-09,,
0:03:20,200823,851.8532,3.18E-09,1.10E-08,1.08E-08,5.43E-09,5.00E-10,1.46E-09,,
0:03:21,201327,853.9688,4.15E-09,1.10E-08,1.10E-08,5.22E-09,6.25E-10,1.38E-09,,
0:03:21,201831,856.2167,4.15E-09,1.21E-08,1.11E-08,5.53E-09,6.25E-10,1.46E-09,,
0:03:22,202335,858.2001,4.40E-09,8.78E-09,1.10E-08,5.63E-09,6.25E-10,1.38E-09,,
0:03:22,202839,860.0513,4.15E-09,9.87E-09,1.05E-08,5.73E-09,6.25E-10,1.46E-09,,
0:03:23,203343,861.9024,3.66E-09,1.21E-08,1.13E-08,5.53E-09,5.00E-10,1.31E-09,,
0:03:23,203847,864.018,3.66E-09,1.21E-08,1.12E-08,5.73E-09,3.75E-10,1.38E-09,,
0:03:24,204351,866.1337,4.40E-09,1.10E-08,1.11E-08,5.53E-09,6.25E-10,1.38E-09,,
0:03:24,204855,868.1171,4.64E-09,1.10E-08,1.11E-08,5.63E-09,6.25E-10,1.46E-09,,
0:03:25,205359,870.2327,3.66E-09,1.21E-08,1.11E-08,5.73E-09,5.00E-10,1.31E-09,,
0:03:25,205863,872.4806,3.91E-09,9.87E-09,1.12E-08,5.63E-09,3.75E-10,1.38E-09,,
0:03:26,206367,874.1995,3.66E-09,1.32E-08,1.10E-08,5.84E-09,3.75E-10,1.54E-09,,
0:03:26,206871,876.1829,3.91E-09,1.10E-08,1.15E-08,5.94E-09,7.50E-10,1.38E-09,,
0:03:27,207375,878.2985,4.15E-09,1.10E-08,1.11E-08,5.84E-09,5.00E-10,1.46E-09,,
0:03:27,207879,880.1496,4.40E-09,9.87E-09,1.16E-08,5.53E-09,7.50E-10,1.54E-09,,
0:03:28,208383,882.3975,3.91E-09,1.10E-08,1.17E-08,5.63E-09,5.00E-10,1.46E-09,,
0:03:28,208887,884.5131,4.40E-09,1.10E-08,1.17E-08,5.94E-09,6.25E-10,1.46E-09,,
0:03:29,209391,886.3643,4.40E-09,9.87E-09,1.15E-08,5.73E-09,7.50E-10,1.38E-09,,
0:03:29,209895,888.3477,4.15E-09,1.32E-08,1.15E-08,5.94E-09,6.25E-10,1.46E-09,,
0:03:30,210399,890.1988,3.91E-09,1.10E-08,1.16E-08,5.63E-09,5.00E-10,1.38E-09,,
0:03:30,210903,892.5789,3.91E-09,9.87E-09,1.16E-08,5.43E-09,3.75E-10,1.46E-09,,
0:03:31,211407,894.4301,4.40E-09,1.10E-08,1.15E-08,5.32E-09,3.75E-10,1.38E-09,,
0:03:31,211911,896.2812,4.64E-09,1.10E-08,1.15E-08,5.43E-09,3.75E-10,1.38E-09,,
0:03:32,212415,898.3969,4.15E-09,8.78E-09,1.15E-08,5.73E-09,6.25E-10,1.46E-09,,
0:03:32,212919,900.6447,3.42E-09,1.10E-08,1.11E-08,5.63E-09,6.25E-10,1.54E-09,,
0:03:33,213423,902.7604,4.40E-09,1.21E-08,1.19E-08,6.14E-09,6.25E-10,1.46E-09,,
0:03:33,213927,904.4793,3.91E-09,1.10E-08,1.12E-08,5.53E-09,5.00E-10,1.46E-09,,
0:03:34,214431,906.4627,4.40E-09,9.87E-09,1.18E-08,5.63E-09,5.00E-10,1.54E-09,,
0:03:34,214935,908.4461,4.15E-09,1.32E-08,1.13E-08,5.84E-09,6.25E-10,1.46E-09,,
0:03:35,215439,910.6939,4.15E-09,9.87E-09,1.22E-08,5.43E-09,6.25E-10,1.61E-09,,
0:03:35,215944,912.5451,4.40E-09,1.21E-08,1.18E-08,5.63E-09,5.00E-10,1.54E-09,,
0:03:36,216448,914.5285,3.42E-09,1.10E-08,1.18E-08,5.43E-09,7.50E-10,1.69E-09,,
0:03:36,216952,916.6441,4.15E-09,9.87E-09,1.22E-08,5.32E-09,7.50E-10,1.54E-09,,
0:03:37,217456,918.4952,4.89E-09,9.87E-09,1.18E-08,5.84E-09,6.25E-10,1.46E-09,,
0:03:37,217960,920.3464,4.64E-09,1.21E-08,1.18E-08,5.94E-09,7.50E-10,1.46E-09,,
0:03:38,218464,922.7265,4.40E-09,1.10E-08,1.18E-08,5.53E-09,6.25E-10,1.61E-09,,
0:03:38,218968,924.7099,4.40E-09,1.10E-08,1.22E-08,5.94E-09,6.25E-10,1.31E-09,,
0:03:39,219472,927.0899,3.91E-09,1.32E-08,1.23E-08,5.84E-09,6.25E-10,1.61E-09,,
0:03:39,219976,928.8088,3.91E-09,9.87E-09,1.21E-08,5.84E-09,7.50E-10,1.38E-09,,
0:03:40,220480,930.7922,3.66E-09,9.87E-09,1.23E-08,5.63E-09,7.50E-10,1.38E-09,,
0:03:40,220984,932.9078,4.15E-09,1.10E-08,1.23E-08,5.73E-09,5.00E-10,1.54E-09,,
0:03:41,221488,935.0235,4.40E-09,1.32E-08,1.27E-08,5.63E-09,6.25E-10,1.38E-09,,
0:03:41,221992,937.1391,3.91E-09,9.87E-09,1.24E-08,5.73E-09,6.25E-10,1.38E-09,,
0:03:42,222496,938.858,4.64E-09,1.10E-08,1.25E-08,5.53E-09,5.00E-10,1.54E-09,,
0:03:43,223000,940.8414,3.91E-09,1.21E-08,1.22E-08,5.73E-09,6.25E-10,1.54E-09,,
0:03:43,223504,942.8248,3.91E-09,1.21E-08,1.23E-08,5.84E-09,6.25E-10,1.38E-09,,
0:03:44,224008,944.676,4.40E-09,1.21E-08,1.29E-08,5.53E-09,6.25E-10,1.38E-09,,
0:03:44,224512,947.056,4.40E-09,1.10E-08,1.22E-08,5.84E-09,8.75E-10,1.46E-09,,
0:03:45,225016,949.0394,3.66E-09,1.10E-08,1.28E-08,5.63E-09,5.00E-10,1.54E-09,,
0:03:45,225520,951.0228,4.40E-09,1.10E-08,1.25E-08,6.25E-09,7.50E-10,1.46E-09,,
0:03:46,226024,953.0062,4.89E-09,1.21E-08,1.29E-08,5.63E-09,5.00E-10,1.46E-09,,
0:03:46,226528,955.1218,3.91E-09,1.10E-08,1.28E-08,5.73E-09,6.25E-10,1.54E-09,,
0:03:47,227032,957.2375,4.40E-09,1.32E-08,1.29E-08,5.84E-09,6.25E-10,1.54E-09,,
0:03:47,227536,959.0886,3.91E-09,1.10E-08,1.33E-08,5.73E-09,3.75E-10,1.54E-09,,
0:03:48,228040,961.072,4.89E-09,1.21E-08,1.24E-08,6.14E-09,6.25E-10,1.54E-09,,
0:03:48,228544,962.9232,4.40E-09,1.10E-08,1.34E-08,5.73E-09,6.25E-10,1.54E-09,,
0:03:49,229048,964.6422,3.91E-09,8.78E-09,1.30E-08,5.73E-09,5.00E-10,1.38E-09,,
0:03:49,229552,966.89,3.42E-09,1.10E-08,1.28E-08,5.94E-09,6.25E-10,1.46E-09,,
0:03:50,230056,969.5345,3.91E-09,1.21E-08,1.35E-08,6.04E-09,6.25E-10,1.46E-09,,
0:03:50,230560,971.2534,4.15E-09,1.21E-08,1.29E-08,5.84E-09,5.00E-10,1.54E-09,,
0:03:51,231064,973.3691,3.66E-09,1.21E-08,1.29E-08,6.04E-09,6.25E-10,1.54E-09,,
0:03:51,231568,975.3525,3.91E-09,1.21E-08,1.35E-08,5.94E-09,6.25E-10,1.61E-09,,
0:03:52,232072,977.3359,3.91E-09,1.10E-08,1.35E-08,5.84E-09,7.50E-10,1.61E-09,,
0:03:52,232576,979.3192,4.15E-09,1.21E-08,1.33E-08,5.73E-09,6.25E-10,1.61E-09,,
0:03:53,233080,981.1704,4.15E-09,1.32E-08,1.34E-08,5.94E-09,6.25E-10,1.61E-09,,
0:03:53,233584,983.286,4.40E-09,1.10E-08,1.34E-08,6.04E-09,7.50E-10,1.46E-09,,
0:03:54,234088,985.1372,4.15E-09,1.32E-08,1.27E-08,5.94E-09,5.00E-10,1.61E-09,,
0:03:54,234592,987.2528,4.64E-09,9.87E-09,1.35E-08,5.73E-09,7.50E-10,1.38E-09,,
0:03:55,235096,989.104,4.64E-09,1.10E-08,1.35E-08,5.84E-09,7.50E-10,1.77E-09,,
0:03:55,235600,991.3518,4.40E-09,1.10E-08,1.36E-08,5.84E-09,6.25E-10,1.69E-09,,
0:03:56,236104,993.4675,3.18E-09,1.21E-08,1.36E-08,5.53E-09,6.25E-10,1.38E-09,,
0:03:56,236608,995.3186,4.89E-09,1.21E-08,1.35E-08,5.84E-09,5.00E-10,1.54E-09,,
0:03:57,237112,997.4342,5.13E-09,1.21E-08,1.35E-08,5.84E-09,6.25E-10,1.46E-09,,
0:03:57,237616,999.4176,3.91E-09,1.32E-08,1.33E-08,6.04E-09,6.25E-10,1.38E-09,,
0:03:58,238120,1001.401,4.89E-09,9.87E-09,1.40E-08,5.63E-09,3.75E-10,1.69E-09,,
0:03:58,238624,1003.3844,3.66E-09,1.21E-08,1.39E-08,5.94E-09,5.00E-10,1.46E-09,,
0:03:59,239128,1005.3678,4.15E-09,1.21E-08,1.33E-08,6.25E-09,6.25E-10,1.38E-09,,
0:03:59,239632,1007.4834,4.89E-09,1.21E-08,1.40E-08,5.94E-09,6.25E-10,1.46E-09,,
